date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:55:14	42854/42854	---M-Z	200	added ('OK')	application/javascript	etag:%22a766-547c689060501-gzip%22	https://www.pearlthemes.com/html/antarctica/js/owl.carousel/owl.carousel.min.js	www.pearlthemes.com/html/antarctica/js/owl.carousel/owl.carousel.min.js	(from https://www.pearlthemes.com/html/antarctica/home-4.html)
10:55:16	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:%222344-5482c5f970f22-gzip%22	https://www.pearlthemes.com/html/antarctica/js/jquery.waypoints.min.js	www.pearlthemes.com/html/antarctica/js/jquery.waypoints.min.js	(from https://www.pearlthemes.com/html/antarctica/home-4.html)
10:55:17	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-547c687e249db-gzip%22	https://www.pearlthemes.com/html/antarctica/js/slicknav/jquery.slicknav.min.js	www.pearlthemes.com/html/antarctica/js/slicknav/jquery.slicknav.min.js	(from https://www.pearlthemes.com/html/antarctica/home-4.html)
10:55:18	7784/7784	---M-Z	200	added ('OK')	application/javascript	etag:%221e68-547c691a6fda5-gzip%22	https://www.pearlthemes.com/html/antarctica/js/lightcase/vendor/jQuery/jquery.events.touch.js	www.pearlthemes.com/html/antarctica/js/lightcase/vendor/jQuery/jquery.events.touch.js	(from https://www.pearlthemes.com/html/antarctica/home-4.html)
10:55:19	49385/49385	---M-Z	200	added ('OK')	application/javascript	etag:%22c0e9-547c68e778142-gzip%22	https://www.pearlthemes.com/html/antarctica/js/lightcase/js/lightcase.js	www.pearlthemes.com/html/antarctica/js/lightcase/js/lightcase.js	(from https://www.pearlthemes.com/html/antarctica/home-4.html)
10:55:20	2121/2121	---M-Z	200	added ('OK')	application/javascript	etag:%22849-5482c658d01c2-gzip%22	https://www.pearlthemes.com/html/antarctica/js/fakeLoader/fakeLoader.min.js	www.pearlthemes.com/html/antarctica/js/fakeLoader/fakeLoader.min.js	(from https://www.pearlthemes.com/html/antarctica/home-4.html)
10:55:21	8862/8862	---M-Z	200	added ('OK')	application/javascript	etag:%22229e-5482c5f382660-gzip%22	https://www.pearlthemes.com/html/antarctica/js/scripts.js	www.pearlthemes.com/html/antarctica/js/scripts.js	(from https://www.pearlthemes.com/html/antarctica/home-4.html)
10:55:23	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-547c672a8cd8f%22	https://www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont.eot?v=4.7.0	www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont3e6e.eot	(from https://www.pearlthemes.com/html/antarctica/css/font-awesome.min.css)
10:55:25	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-547c672a8cd8f%22	https://www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont.eot?	www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfontd41d.eot	(from https://www.pearlthemes.com/html/antarctica/css/font-awesome.min.css)
10:55:27	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-547c6737d0561%22	https://www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont.woff?v=4.7.0	www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont3e6e.woff	(from https://www.pearlthemes.com/html/antarctica/css/font-awesome.min.css)
